"","app_name","begin_time","end_time","rpm","duration","swapFreeMB","minFreeMemMB","minDiskFreePct","cpuUserPct","cpuSystemPct","cpuStealPct","cpuIOWaitPct","loadAverage","diskReadPct","diskWritePct","receiveBytes","transmitBytes","transmitErrors","event_count.services","event_count.sessions","event_count.config","event_count.alerts","apdex_s","apdex_t","apdex_f","apdex_score","cpm.db","duration.db","cpm.external","duration.external","length","error_pct","bg_pct","cpm.200","cpm.301","cpm.302","cpm.400","cpm.401","cpm.404","cpm.422","cpm.500","cpm.Other","cpm.Web","cpm.Controller/account_settings/show.x","cpm.Controller/application/announcement.x","cpm.Controller/application/index.x","cpm.Controller/application/messages.x","cpm.Controller/charts/violations.x","cpm.Controller/conditions/index.x","cpm.Controller/conditions/load_targets.x","cpm.Controller/incident_events/index.x","cpm.Controller/incident_violations/index.x","cpm.Controller/incidents/index.x","cpm.Controller/incidents/show.x","cpm.Controller/policies/index.x","cpm.Controller/policies/load_channels.x","cpm.Controller/policy_summaries/index.x","cpm.Controller/session/session_data.x","cpm.Controller/Sinatra/StatusInfo::App/GET /:action.x","cpm.Controller/v3/policies/index.x","cpm.Controller/v3/policies/show.x","cpm.Controller/violations/index.x","cpm.OtherTransaction/Background/Proc/intercom_user_create.x","cpm.Controller/mobile/v1/account_settings/index.x","cpm.Controller/mobile/v1/incidents/index.x","cpm.Controller/monitor_failures/show.x","cpm.Controller/entity_searches/create.x","cpm.Controller/account_settings/show.y","cpm.Controller/application/announcement.y","cpm.Controller/application/index.y","cpm.Controller/application/messages.y","cpm.Controller/charts/violations.y","cpm.Controller/conditions/index.y","cpm.Controller/conditions/load_targets.y","cpm.Controller/incident_events/index.y","cpm.Controller/incident_violations/index.y","cpm.Controller/incidents/index.y","cpm.Controller/incidents/show.y","cpm.Controller/policies/index.y","cpm.Controller/policies/load_channels.y","cpm.Controller/policy_summaries/index.y","cpm.Controller/session/session_data.y","cpm.Controller/Sinatra/StatusInfo::App/GET /:action.y","cpm.Controller/v3/policies/index.y","cpm.Controller/v3/policies/show.y","cpm.Controller/violations/index.y","cpm.OtherTransaction/Background/Proc/intercom_user_create.y","duration.Controller/account_settings/show","duration.Controller/application/announcement","duration.Controller/application/index","duration.Controller/application/messages","duration.Controller/charts/violations","duration.Controller/conditions/index","duration.Controller/conditions/load_targets","duration.Controller/incident_events/index","duration.Controller/incident_violations/index","duration.Controller/incidents/index","duration.Controller/incidents/show","duration.Controller/policies/index","duration.Controller/policies/load_channels","duration.Controller/policy_summaries/index","duration.Controller/session/session_data","duration.Controller/Sinatra/StatusInfo::App/GET /:action","duration.Controller/v3/policies/index","duration.Controller/v3/policies/show","duration.Controller/violations/index","duration.OtherTransaction/Background/Proc/intercom_user_create","cpm.Controller/mobile/v1/account_settings/index.y","cpm.Controller/mobile/v1/incidents/index.y","duration.Controller/mobile/v1/account_settings/index","duration.Controller/mobile/v1/incidents/index","cpm.Controller/monitor_failures/show.y","duration.Controller/monitor_failures/show","cpm.Controller/entity_searches/create.y","duration.Controller/entity_searches/create","queue_duration","deploys"
"1","Alerts-UI",2017-09-27 17:00:00,2017-09-27 17:10:00,9693,0.0456752745615468,4294.9632,55753.46176,91.7296524047852,12.7778778076172,2.28021194040775,0,0.00589476528784871,4.57672916352749,0.00027083333407063,0.0693158270732965,3552294.27586207,0,0,0,0,0,0,9051,602,40,0.959999978542328,34.7,0.00150252125926853,454.4,0.0933681387715525,1047.99603174603,0,1.91891055400805,941.6,0,8,0.9,0,0.2,0,0,18.6,950.7,8.8,11.9,21.1,7.5,2.4,1.2,4.2,1.4,1.4,57.7,1.4,10.6,1,1.6,13.3,768,6.3,2,10,17.1,0,0,0,0,8.8,11.9,21.1,7.5,2.4,1.2,4.2,1.4,1.4,57.7,1.4,10.6,1,1.6,13.3,768,6.3,2,10,17.1,0.0862648541277105,0.124760146902389,0.0982345642071765,0.0983728885650635,0.399336457252502,0.135320087273916,0.204122276533218,0.104295577321734,0.0942812306540353,0.199420803754334,0.116107838494437,0.108489974489752,0.0968745946884155,0.0969941169023514,0.279476235683699,0.00653491383418441,0.112907000950405,0.0877771735191345,0.137354543209076,0.421609054531967,0,0,0,0,0,0,0,0,0.00799202299644746,0
"2","Alerts-UI",2017-09-27 17:10:00,2017-09-27 17:20:00,10222,0.0494860555299503,4294.9632,55767.949312,91.7284088134766,12.8390531539917,2.26760129630566,0,0.00129354811770099,4.4052115380764,5.20833345944993e-05,0.0451719351331121,3551030.6012931,0,0,0,0,0,0,9512,659,51,0.959999978542328,50.9,0.00120766709248225,568.3,0.0808125265886406,1125.92964567933,0.00978282136568186,1.47720602621796,999.3,0,7.3,0,0.1,0.3,0,0.1,15.1,1007.1,14.9,15.7,23.5,13.1,3,3,0.7,3.6,3.6,62.4,3.6,12.9,3.1,1.7,17.4,768,9.3,3.3,11.5,14.2,0,0,0,0,14.9,15.7,23.5,13.1,3,3,0.7,3.6,3.6,62.4,3.6,12.9,3.1,1.7,17.4,768,9.3,3.3,11.5,14.2,0.0865877586723174,0.0822222733953197,0.111125992714091,0.0960717255832585,0.25092031955719,0.155765724182129,0.126439128603254,0.110970656077067,0.0942181613710192,0.218108312441752,0.112447069750892,0.144126866214959,0.096413173983174,0.215590126374189,0.277337119497102,0.00653725067774455,0.168608242465604,0.0938677715532708,0.141712049815966,0.458152179986658,0,0,0,0,0,0,0,0,0.00917038895270085,0
"3","Alerts-UI",2017-09-27 17:20:00,2017-09-27 17:30:00,10009,0.0455401880375,4294.9632,55767.810048,91.7272262573242,12.7476193904877,2.22795735299587,0,0.00158371585257555,4.83185505867004,0,0.033241755234485,3570932.99137931,0,0,0,0,0,0,9408,563,38,0.970000028610229,48.4,0.00111049701427591,524,0.0739258586331351,1135.48477513059,0.0199820161854331,0.699370566490159,986.5,0,7.1,0,0,0.1,0,0.2,7,993.9,14.2,16.2,23.9,12.8,2,3,2.5,3.1,3.1,63.3,3.1,13.1,3.1,2.9,17,768,9.7,3.9,11.1,5.3,0,0,0,0,14.2,16.2,23.9,12.8,2,3,2.5,3.1,3.1,63.3,3.1,13.1,3.1,2.9,17,768,9.7,3.9,11.1,5.3,0.0866122631959512,0.0823663973513945,0.112332837850978,0.0937392264604568,0.226541996002197,0.155920132001241,0.263546695709229,0.106266875420847,0.0975279500407557,0.221368110952031,0.108739360686271,0.123326514513438,0.0959201781980453,0.132617843562159,0.278598889182596,0.00656990914915999,0.168793196530686,0.0938604856148744,0.14384303436623,0.471350728340869,0,0,0,0,0,0,0,0,0.00927753431330588,0
"4","Alerts-UI",2017-09-27 17:30:00,2017-09-27 17:40:00,9932,0.0456864244746816,4294.9632,55760.740352,91.7258758544922,12.7804305553436,2.25765258073807,0,0.0034158828548243,4.8713541328907,0,0.0522415498853661,3536224.3049569,0,0,0,0,0,0,9345,543,44,0.970000028610229,47.2,0.00118863044824815,512.9,0.0809139776360858,1074.0934424134,0.0201369311316955,0.85581957309706,977.6,0,6.8,0,0,0.1,0,0.2,8.5,984.7,11.4,13.3,21.1,13.2,2.6,3.5,1.3,2.1,2.1,61.9,2.1,11.9,3.7,4.4,14.5,768,7.7,4.1,10.1,7.6,0,0,0,0,11.4,13.3,21.1,13.2,2.6,3.5,1.3,2.1,2.1,61.9,2.1,11.9,3.7,4.4,14.5,768,7.7,4.1,10.1,7.6,0.0879368740215636,0.0819002470575777,0.108565860449985,0.0922887379472906,0.246732464203468,0.202371835708618,0.160797009101281,0.104869365692139,0.106322367986043,0.218448190966407,0.103680837722052,0.121575876444328,0.0944697792465622,0.16203020919453,0.283436617357977,0.00659404008959731,0.126647642680577,0.0892874147833847,0.125121888547841,0.418487762150012,0,0,0,0,0,0,0,0,0.00803212390702814,0
"5","Alerts-UI",2017-09-27 17:40:00,2017-09-27 17:50:00,9763,0.0433764967361117,4294.9632,55765.815296,91.7242813110352,12.6669411659241,2.24957731366158,0,0.00389717380721777,4.53994798660278,0,0.0608646850669174,3542476.11206897,0,0,0,0,0,0,9200,510,53,0.970000028610229,42.7,0.00137587202356217,471.6,0.0801229734998474,1064.48324808184,0.0102427532520742,1.42374270203831,955.2,0,7.1,0,0,0,0,0.1,13.9,962.4,9.2,12,20.8,11.4,1.1,3.3,1.3,1.1,1.1,59,1.1,11,3.4,2.3,13.3,768,6.5,4.7,9.9,11.2,0,0,0,0,9.2,12,20.8,11.4,1.1,3.3,1.3,1.1,1.1,59,1.1,11,3.4,2.3,13.3,768,6.5,4.7,9.9,11.2,0.0867920155110567,0.0824101626873016,0.105442586999673,0.0939819080787792,0.218681573867798,0.124423843441588,0.265350103378296,0.100762974132191,0.0921077294783159,0.214519748445285,0.103590336712924,0.111317576061596,0.0909944983089671,0.12885276131008,0.276469087242184,0.00654534831022223,0.111011783893292,0.0943415367856939,0.125296534913959,0.369081671748842,0,0,0,0,0,0,0,0,0.0079681559832474,0
"6","Alerts-UI",2017-09-27 17:50:00,2017-09-27 18:00:00,9680,0.0416074355525419,4294.9632,55764.267008,91.7214050292969,12.6803039312363,2.23630172014236,0,0.00138848115921064,4.43084797263145,0,0.0322889277376817,3557510.88146552,0,0,0,0,0,0,9160,473,47,0.970000028610229,41,0.00128107882560568,454.2,0.0749489863713582,1076.4207028754,0,0.847107438016529,951.2,0,8.6,0,0,0,0,0,8.2,959.8,8.4,14,22.9,9.5,0.7,2.3,7.2,0.6,0.6,60.5,0.6,13.4,2.2,1.6,14.6,768.1,5.9,3.5,10.7,6,0,0,0,0,8.4,14,22.9,9.5,0.7,2.3,7.2,0.6,0.6,60.5,0.6,13.4,2.2,1.6,14.6,768.1,5.9,3.5,10.7,6,0.0866285278683617,0.0818421466009957,0.0975676436611659,0.0962058644545706,0.257064410618373,0.159180703370467,0.186140086915758,0.102015177408854,0.0932236909866333,0.208069128241421,0.105133136113485,0.119084534360402,0.0935817198319869,0.10026989877224,0.279100649977384,0.00654751108177254,0.1086455805827,0.0948289462498256,0.123746740483792,0.392059310277303,0,0,0,0,0,0,0,0,0.00759949019411199,0
"7","Alerts-UI",2017-09-27 18:00:00,2017-09-27 18:10:00,9517,0.0397497534163173,4294.9632,55752.753152,91.7200164794922,12.8299843072891,2.26176135241985,0,0.00226720582440976,4.55211463570595,0,0.0319717479433166,3555153.10560345,0,0,0,0,0,0,9032,451,34,0.970000028610229,40.4,0.00130879718626561,427.3,0.0798049925130382,1052.79060540125,0.0105075128717033,0.682988336660712,937,0,8.1,0,0,0,0,0.1,6.5,945.2,7.6,12.4,21.4,9.9,2.1,2.4,0.6,1,1.1,59.7,1,11.8,2.3,1.1,13.3,767.9,5.5,2.4,10.4,6.4,0,0,0,0,7.6,12.4,21.4,9.9,2.1,2.4,0.6,1,1.1,59.7,1,11.8,2.3,1.1,13.3,767.9,5.5,2.4,10.4,6.4,0.0864714038999457,0.0826369370183637,0.0992638685992945,0.0975185548416292,0.268203519639515,0.180864483118057,0.105956355730693,0.0954244136810303,0.0979830568486994,0.207792879948065,0.11884298324585,0.112667419142642,0.0954611612402874,0.157613320784135,0.279073501888074,0.00653648770776076,0.111674486507069,0.092072993516922,0.171093573937049,0.43122997879982,0,0,0,0,0,0,0,0,0.00800818203770952,0
"8","Alerts-UI",2017-09-27 18:10:00,2017-09-27 18:20:00,9846,0.0448576055744085,4294.9632,55766.081536,91.7189025878906,12.8203724622726,2.24166184663773,0,0.0035535663500923,4.42830368876457,0,0.0507893715985119,3538320.01077586,0,0,0,0,0,0,9255,548,43,0.970000028610229,41.4,0.00125044786323935,483.4,0.082221791261935,1088.16296296296,0.0101564086938858,1.51330489538899,962.3,0,7.3,0,0,0,0,0.1,14.9,969.7,10.7,14,21.8,9.6,3.6,2,1.5,2.3,2.9,59,2.3,11.8,2.1,2.8,14.8,768,7.7,2.8,8.8,14,0,0,0,0,10.7,14,21.8,9.6,3.6,2,1.5,2.3,2.9,59,2.3,11.8,2.1,2.8,14.8,768,7.7,2.8,8.8,14,0.0867402219326697,0.0827259302139282,0.108315116768583,0.0963652580976486,0.288729899459415,0.514028811454773,0.106454642613729,0.108519409013831,0.103488708364552,0.205688430091082,0.111413354459016,0.124399587259454,0.095422279267084,0.187548339366913,0.279155792416753,0.00659239503244559,0.11108255076718,0.094516967024122,0.123181746764617,0.346942889690399,0,0,0,0,0,0,0,0,0.00879825442648804,0
"9","Alerts-UI",2017-09-27 18:20:00,2017-09-27 18:30:00,9997,0.0460524193415633,4294.9632,55772.54912,91.7177429199219,12.7527000904083,2.22705385088921,0,0.00151788545463205,4.63894787430763,0,0.0316022396145854,3564842.6950431,0,0,0,0,0,0,9344,613,40,0.970000028610229,44,0.00128676026940821,491.1,0.0793003617766778,1193.93384966988,0.0100030009002701,1.71051315394618,970.1,0,12.3,0,0,0.1,0,0.1,17.1,982.6,10.3,15.1,31.5,9.9,1.8,1.9,2.4,1.5,1.8,59.3,1.5,14,1.9,2.1,19.1,768.1,6.9,2.4,9.4,15.7,0,0,0,0,10.3,15.1,31.5,9.9,1.8,1.9,2.4,1.5,1.8,59.3,1.5,14,1.9,2.1,19.1,768.1,6.9,2.4,9.4,15.7,0.0867510628931731,0.0808106968734438,0.0969918523515974,0.0959921099922874,0.279795143339369,0.142172876157259,0.329438616832097,0.0924051284790039,0.0978988144132826,0.210206256950082,0.106254021326701,0.11690811259406,0.114009204663728,0.260832900092715,0.27757998661221,0.00654519443911759,0.116691309472789,0.0948314964771271,0.121206618369894,0.325305899237372,0,0,0,0,0,0,0,0,0.00839455615539588,0
"10","Alerts-UI",2017-09-27 18:30:00,2017-09-27 18:40:00,9389,0.0435324070209613,4294.9632,55763.873792,91.7166442871094,12.6812773942947,2.25005881488323,0,0.00344270710229466,4.16937492787838,0,0.0526241817642585,3541973.28771552,0,0,0,0,0,0,8916,434,39,0.970000028610229,32.7,0.00137457924504434,388.9,0.111964636830552,1045.66133162612,0.0213015230588987,0.777505591649803,924.5,0,6.8,0,0,0.1,0,0.2,7.3,931.6,9.4,12.3,19.9,5.9,1.9,0.3,0.1,1.4,1.4,55.5,1.4,11,0.3,0.3,13.3,767.9,6.2,0.4,9.3,7.1,0,0,0,0,9.4,12.3,19.9,5.9,1.9,0.3,0.1,1.4,1.4,55.5,1.4,11,0.3,0.3,13.3,767.9,6.2,0.4,9.3,7.1,0.0859709470830065,0.081086623959425,0.106892791824724,0.098061157485186,0.30657306470369,0.14082415898641,0.113713264465332,0.100803477423532,0.093360219682966,0.304005230654467,0.109608020101275,0.124609182097695,0.0899201234181722,0.112297773361206,0.283346681666553,0.00654025387680147,0.103223704522656,0.0951477885246277,0.120999238824332,0.439058283684959,0,0,0,0,0,0,0,0,0.00781348515522888,0
